kode_buku,judul_buku,pengarang,genre
0061137456,Howl,Allen Ginsberg;Barry Miles,Poetry
0061139378,Coraline,Neil Gaiman,Fiction
0061139637,Points in Time,Paul Bowles,Fiction
0061140503,At the Edge,Cait London,Fiction
0061140538,Remind Me Again Why I Need A Man,Claudia Carroll,Fiction
0061142026,Stardust,Neil Gaiman,Fiction
0061144894,When the Heart Waits,Sue Monk Kidd,Religion
0061145394,The Gabriel Hounds,Mary Stewart,Fiction
0061150142,The Pact,Jodi Picoult,Fiction
0061159174,The Known World,Edward P. Jones,Fiction
0061161578,Ines of My Soul LP,Isabel Allende,Fiction
0061177598,Women,Charles Bukowski,Fiction
0061196673,Smithsonian Intimate Guide to Human Origins,Carl Zimmer,Social Science
0061196681,My secret,Frank Warren,Antiques & Collectibles
0061198757,The Secret Lives of Men and Women,Frank Warren,Self-Help
0061205699,To Kill a Mockingbird (slipcased edition),Harper Lee,Fiction
0061208493,The Complete C. S. Lewis Signature Classics,C. S. Lewis,Religion
0061238236,The End of Days,Zecharia Sitchin,History
0061312118,The Blue and Brown Books,Ludwig Wittgenstein,Philosophy
0061750581,The Pursuit of Happyness,Chris Gardner,Biography & Autobiography
0061796069,What A Lady Wants,Victoria Alexander,Fiction
0061796778,A Little Bit Wicked,Victoria Alexander,Fiction
006183307X,The Wit and Wisdom of Winston Churchill,James C. Humes,History
0061843180,Sleep, Pale Sister,Joanne Harris,Fiction
0061954594,Midnighters #2: Touching Darkness,Scott Westerfeld,Young Adult Fiction
0061968463,The Queen of Attolia,Megan Whalen Turner,Young Adult Fiction
0061977667,The Collected Poetry of Nikki Giovanni,Nikki Giovanni,Poetry
0061999423,Sugarplums and Scandal,Dana Cameron;Mary Daheim;Lori Avocato;Kerrelyn Sparks;Suzanne Macpherson;Cait London,Fiction
0062032720,How to Buy, Sell, and Profit on eBay,Adam Ginsberg,Business & Economics
0062507540,Owning Your Own Shadow,Robert A. Johnson,Self-Help
0062508113,The World's Religions,Huston Smith,History
0062508865,Muhammad,Karen Armstrong,Biography & Autobiography
0062511114,A Manual for Living,Epictetus,Religion
006251279X,The Pilgrimage,Paulo Coelho;Alan R. Clarke,Fiction
0062513346,The Valkyries,Paulo Coelho,Fiction
006251637X,Rainforest Home Remedies,Rosita Arvigo;Nadine Epstein,Health & Fitness
0062545035,A Circle of Quiet,Madeleine L'Engle,Religion
0062700251,Bulfinch's Mythology,Richard P. Martin,Reference
0064300897,Romanticism,Hugh Honour,Art
0064400964,Betsy-Tacy,Maud Hart Lovelace,Juvenile Fiction
0064400999,Betsy and Tacy Go Over the Big Hill,Maud Hart Lovelace,Juvenile Fiction
0064401103,Heaven to Betsy,Maud Hart Lovelace,Juvenile Fiction
0064401588,Let the Hurricane Roar,Rose Wilder Lane,Families
0064401685,The Wish Giver,Bill Brittain,Juvenile Fiction
0064402452,Racso and the Rats of NIMH,Jane Leslie Conly,Juvenile Fiction
006440336X,Child of the Owl,Laurence Yep,Juvenile Fiction
0064403874,R-T, Margaret, and the Rats of NIMH,Jane Leslie Conly,Juvenile Fiction
0064404412,The Rainbow People,Laurence Yep,Juvenile Fiction
0064404897,Dragon's Gate,Laurence Yep,Juvenile Fiction
0064405443,Betsy's Wedding,Maud Hart Lovelace,Juvenile Fiction
0064405451,Betsy and the Great World,Maud Hart Lovelace,Juvenile Fiction
006440546X,Betsy and Joe,Maud Hart Lovelace,Juvenile Fiction
0064405478,Betsy Was a Junior,Maud Hart Lovelace,Juvenile Fiction
0064405710,Crazy Lady!,Jane Leslie Conly,Juvenile Fiction
0064405850,Strawberry Girl 60th Anniversary Edition,Lois Lenski,Juvenile Fiction
0064405958,Seven Spiders Spinning,Gregory Maguire,Juvenile Fiction
0064406032,American Dragons,Laurence Yep,Juvenile Fiction
006440630X,The Midwife's Apprentice (rpkg),Karen Cushman,Juvenile Fiction
006440692X,Winter on the Farm,Laura Ingalls Wilder,Juvenile Fiction
0064407144,Down to the Bonny Glen,Melissa Wiley,Juvenile Fiction
0064407314,Monster,Walter Dean Myers,Juvenile Fiction
0064408582,Emily of Deep Valley,Maud Hart Lovelace,Juvenile Fiction
0064408671,The Trumpet of the Swan,E. B. White,Juvenile Fiction
0064408744,The Good Liar,Gregory Maguire,Juvenile Fiction
0064409902,Old Town in the Green Groves,Cynthia Rylant;Jim LaMarche,Juvenile Fiction
006441034X,Howl's Moving Castle,Diana Wynne Jones,Juvenile Fiction
0064410722,Four Stupid Cupids,Gregory Maguire,Juvenile Fiction
0064410935,Charlotte's Web (full color),E. B. White,Juvenile Fiction
0064420809,Little House Friends,Heather Henson;Laura Ingalls Wilder,Juvenile Fiction
0064420817,Christmas Stories,Laura Ingalls Wilder,Juvenile Fiction
0064433730,Winter Days in the Big Woods,Laura Ingalls Wilder,Juvenile Fiction
0064434877,Christmas in the Big Woods,Laura Ingalls Wilder,Juvenile Fiction
006443494X,A Little House Birthday,Laura Ingalls Wilder,Juvenile Fiction
0064434982,The Deer in the Wood,Laura Ingalls Wilder,Juvenile Fiction
0064435261,A Little Prairie House,Laura Ingalls Wilder,Juvenile Fiction
0064440575,Grizzwold,Syd Hoff,Juvenile Fiction
0064440958,Chester,Syd Hoff,Juvenile Fiction
0064441768,Captain Cat,Syd Hoff,Juvenile Fiction
0064462048,My Little House Crafts Book,Carolyn Strom Collins,Juvenile Nonfiction
006446234X,Pioneer Girl,William Anderson,Juvenile Nonfiction
0064471969,Shade's Children (rack),Garth Nix,Juvenile Fiction
0064472779,All-American Girl,Meg Cabot,Juvenile Fiction
0064473554,Hexwood,Diana Wynne Jones,Young Adult Fiction
0066236177,A Light in the Attic Book and CD,Shel Silverstein,Juvenile Nonfiction
0066238501,The Chronicles of Narnia (adult),C. S. Lewis,Fiction
0066620104,What Would Machiavelli Do?,Stanley Bing,Humor
006757520X,The Sense of Wonder,Rachel Carson,Nature
0070488207,Virgin,James Patterson,Fiction
0071348271,Mission Possible,Ken Blanchard;Terry Waghorn,Business & Economics
0071401946,Crucial Conversations,Kerry Patterson;Joseph Grenny;Ron McMillan;Al Switzler,Business & Economics
007141858X,How to Talk to Anyone : 92 Little Tricks for Big Success in Relationships,Leil Lowndes,Family & Relationships
0071428488,Easy French Reader, Second Edition,R. de Roussy de Sales,Foreign Language Study
0071433716,Slim to None,Jennifer Hendricks,Biography & Autobiography
0071451382,Practice Makes Perfect: Italian Verb Tenses,Paola Nanni-Tate,Foreign Language Study
0071608915,Goodman & Gilman's The Pharmacological Basis of Therapeutics, Eleventh Edition,Laurence Brunton;John Lazo;Keith Parker,Medical
007222696X,Incident Response & Computer Forensics, 2nd Ed.,Kevin Mandia;Chris Prosise,Computers
0072920963,The Last Dance,Lynne Ann DeSpelder;Albert Lee Strickland,Social Science
007325035X,Heat and Mass Transfer,Yunus A. Çengel,Heat
0075536390,The Complete Works,Tacitus,History
0091520800,My Sweet-orange Tree,José Mauro de Vasconcelos,Juvenile Nonfiction
0091883768,Who Moved My Cheese?,Spencer Johnson,Self-Help
0091894603,How to Have a Beautiful Mind,Edward De Bono,Self-Help
0091895812,The Toy Maker,Anthony McReavy,Biography & Autobiography
0091898242,Darwin's Watch,Terry Pratchett;Ian Stewart;Jack Sidney Cohen,Cosmology
0099134012,A Time to Kill,John Grisham,Fiction
009917331X,"Surely You're Joking, Mr. Feynman!",Richard Phillips Feynman;Ralph Leighton,Physicists
0099267543,Timequake,Kurt Vonnegut,Fiction
0099271494,Blood and Gold,Anne Rice,Fiction
0099273845,An Imaginary Life,David Malouf,Australian fiction
0099273861,The Great World,David Malouf,Australia
0099276496,The Risk Pool,Richard Russo,Families
009928264X,Survivor,Chuck Palahniuk,American fiction
0099282968,Bagombo Snuff Box,Kurt Vonnegut,American fiction
0099283220,Ali and Nino,Kurban Said,Azerbaijan
0099284480,A Star Called Henry,Roddy Doyle,Dublin (Ireland)
009928555X,Set this House on Fire,William Styron,Americans
0099285568,The Confessions of Nat Turner,William Styron,Slave insurrections
0099285827,Experience,Martin Amis,Amis, Kingsley
0099297701,Hannibal,Thomas Harris,Dangerously mentally ill
009930791X,Operation Shylock,Philip Roth,American literature
0099339218,The First Forty-nine Stories,Ernest Hemingway,Fiction
0099389010,The Professor of Desire,Philip Roth,
0099409968,The Phantom Menace,Terry Brooks;George Lucas,Life on other planets
0099410354,Traitor,Matthew Woodring Stover,Science fiction
0099410389,Star by Star,Troy Denning,Life on other planets
0099421860,Fury,Salman Rushdie,Anger
0099422344,Yeats is Dead!,Joseph O'Connor,Comedy
0099422689,Choke,Chuck Palahniuk,Alzheimer's disease
0099422697,The Dying Animal,Philip Roth,College teachers
0099427869,Illusions,Richard Bach,Adventure stories
0099428164,In the Pond,Ha Jin,China
0099428636,How to Travel with a Salmon and Other Essays,Umberto Eco,Essays
0099428644,The Trial,Franz Kafka,Fiction
0099429160,Turtle Moon,Alice Hoffman,Mothers and sons
0099429799,Atonement,Ian McEwan,Atonement
0099432447,A Birthday for Frances,Russell Hoban,Badgers
0099436744,The Gangs of New York,Herbert Asbury,Gangs
009943752X,The Whore's Child and Other Stories,Richard Russo,Human behavior
0099437597,In Watermelon Sugar,Richard Brautigan,Social action
0099446723,Blackwood Farm,Anne Rice,Horror
0099448467,The Carpenter's Pencil,Manuel Rivas,Galicia (Spain : Region)
0099448475,Sputnik Sweetheart,Haruki Murakami,Businesswomen
0099448572,South of the Border, West of the Sun,Haruki Murakami,Domestic fiction
0099448750,The Elephant Vanishes,Haruki Murakami,Japan
0099448769,Dance Dance Dance,Haruki Murakami,Crime investigation
0099448920,The Rings of Saturn,Winfried Georg Sebald,Authors, German
0099449862,Elephant,Raymond Carver,Short stories, American
0099449897,Will You Please be Quiet, Please,Raymond Carver,Short stories
0099453835,The Time of Our Singing,Richard Powers,African Americans
0099456451,The Spook's Apprentice,Joseph Delaney,Exorcism
0099458268,Human Traces,Sebastian Faulks,Europe
0099460173,Blood Canticle,Anne Rice,Horror tales
0099461099,Underground,Haruki Murakami,Cults
0099461269,Open House,Elizabeth Berg,Divorced women
0099462257,Like a Charm,Karin Slaughter,Bracelets
0099468190,Bleachers,John Grisham,Death
0099468646,Earthly Powers,Anthony Burgess,Fiction
009947137X,The Mummy,Anne Rice,Egyptologists
0099471434,Lasher,Anne Rice,Demonology
0099472635,Survivor's Quest,Timothy Zahn,Life on other planets
0099474123,Women Who Love Too Much,Robin Norwood,Alcoholics
0099474395,The Talisman Ring,Georgette Heyer,Great Britain
0099474425,The Convenient Marriage,Georgette Heyer,Fiction
0099474468,Lady of Quality,Georgette Heyer,Fiction
0099474549,A Very Long Engagement,Sébastien Japrisot,Feature films [DVD]
0099476339,False Colours,Georgette Heyer,Brothers
0099476355,Sprig Muslin,Georgette Heyer,England
0099477319,Catch-22,Joseph Heller,Fiction
0099478390,The Quiet American,Graham Greene,Americans
0099478420,The Heart of the Matter,Graham Greene,Fiction
0099478447,The End of the Affair,Graham Greene,Adultery
0099481243,Enduring Love,Ian McEwan,Accidents
0099481561,For Whom the Bell Tolls,Ernest Hemingway,Americans
0099481685,Skipping Christmas,John Grisham,Christmas
0099483475,All Quiet on the Western Front,Erich Maria Remarque,World War, 1914-1918
0099489988,Watermelon,Marian Keyes,Fiction
0099490684,The Invisible Writing,Arthur Koestler,Authors, English
0099498588,Dublin 4,Maeve Binchy,Domestic fiction
0099498596,Circle of Friends,Maeve Binchy,College attendance
0099498634,Victoria Line, Central Line,Maeve Binchy,London (England)
0099498669,Firefly Summer,Maeve Binchy,Domestic fiction
0099556316,Airframe,Michael Crichton,Adventure stories
0099578514,Midnight's Children,Salman Rushdie,Children of the rich
0099582015,Sabbath's Theater,Philip Roth,American fiction
0099595818,Civilwarland in Bad Decline,George Saunders,Short stories
0099730510,Six Memos for the Next Millennium,Italo Calvino,Literature
0099742004,Total Recall,Piers Anthony,Fiction
0099748614,London Fields,Martin Amis,City and town life
0099766817,Cry, the Beloved Country,Alan Paton,Classical fiction
0099771810,American Pastoral,Philip Roth,American literature
0099801906,Deception,Philip Roth,Adultery
0099910101,A Farewell to Arms,Ernest Hemingway,War
0099911701,Cross Stitch,Diana Gabaldon,Historical fiction
009992840X,Ratner's Star,Don DeLillo,Life on other planets
0130235016,Things Fall Apart,Chinua Achebe;Sandra Widner,Igbo (African people)
0130887013,C++ Programmer's Notebook,James Edward Keogh;John Shapley Gray,Computers
0131492020,Java,Walter J. Savitch,Computers
0131494848,Leadership in Organizations,Gary A. Yukl,Business & Economics
0131730363,Organized Crime,Michael D. Lyman;Gary W. Potter,Law
0131816594,World Studies: Eastern Hemisphere,Heidi Hayes Jacobs;Pearson Prentice Hall;Kate Kinsella;Michal L. LeVasseur,Juvenile Nonfiction
013187165X,Astronomy,Eric Chaisson;Stephen McMillan,Mathematics
0131922165,The African-American Odyssey,Darlene Clark Hine;William C. Hine;Stanley Harrold,History
0131935070,The Visual Arts,Hugh Honour;John Fleming,Art
0132197383,Three Genres,Stephen Minot,Language Arts & Disciplines
013237045X,Data Structures and Abstractions with Java,Frank M. Carrano,Computers
0132382458,Social Psychology,Elliot Aronson;Timothy D. Wilson;Robin M. Akert,Psychology
014000937X,Big Money,Pelham G. Wodehouse,Fiction
0140018328,Kiss Kiss,Roald Dahl,Fiction
0140030344,The Nice and the Good,Iris Murdoch,Fiction
0140041796,Switch Bitch,Roald Dahl,Fiction
0140042326,The Pearl,John Steinbeck,
0140055770,My Uncle Oswald,Roald Dahl,Fiction
0140059024,Wodehouse on crime,,
0140065504,Water Music,T. Coraghessan Boyle,Fiction
0140071784,Roald Dahl's Book of Ghost Stories,Roald Dahl,Ghost stories, American
0140093141,I, Claudius and Claudius the God,Robert Graves,Autobiographical fiction
0140097317,The New York Trilogy,Paul Auster,
0140105832,The Pigeon,Patrick Süskind,Pigeons
0140110879,You Bright and Risen Angels,William T. Vollmann,Fiction
0140115854,Moon Palace,Paul Auster,Fiction
0140118829,The Job,William S. Burroughs,Biography & Autobiography
0140119485,Americana,Don DeLillo,Fiction
0140125051,Q E D,Richard Phillips Feynman,Electrons
0140128468,Love's Executioner,Irvin D. Yalom,Existential psychotherapy
0140131671,East is East,T. Coraghessan Boyle,Fiction
0140135154,Ways of Seeing,John Berger;Sven Blomberg;Chris Fox;Michael Dibb;Richard Hollis,Art
0140137009,Montaillou,Emmanuel Le Roy Ladurie,Albigenses
0140137343,L'usage de plaisirs,Michel Foucault,Sex
014013798X,Case Histories I,Sigmund Freud,Child analysis
0140139397,The Big Rock Candy Mountain,Wallace Stegner,Fiction
0140139400,The Spectator Bird,Wallace Earle Stegner;Wallace Stegner,Fiction
0140139974,Sailor Song,Ken Kesey,Fiction
0140140824,The Best of Young British Novelists,Bill Buford,Fiction
0140143459,Liar's Poker,Michael M. Lewis,Biography & Autobiography
0140143955,The Anglo-Saxons,James Campbell,History
0140144188,Journal of a Novel,John Steinbeck,Literary Criticism
0140149244,We Were the Rats,Lawson Glassop,Tobruk, Battles of, 1941-1942
0140150307,The Portable James Joyce,James Joyce,Literary Collections
0140150749,The Portable Dorothy Parker,Dorothy Parker,Literary Collections
0140152741,Mao II,Don DeLillo,Fiction
0140153179,ALEXANDRIA QUARTET,LAWRENCE DURRELL,
0140153195,Justine,Lawrence Durrell,Fiction
0140153225,Clea,Lawrence Durrell,Fiction
0140154078,The Music of Chance,Paul Auster,Fiction
0140156046,Libra,Don DeLillo,Fiction
0140157182,The Assault,Reinaldo Arenas;Andrew Hurley,Fiction
0140157514,One Hundred Years of Solitude,Gabriel García Márquez;Gregory Rabassa,Latin America
0140158766,Chickenhawk - Back in the World,Robert Mason,Biography & Autobiography
0140159940,Beyond the Hundredth Meridian,Wallace Stegner,Biography & Autobiography
0140159959,Ludwig Wittgenstein,Ray Monk,Biography & Autobiography
0140177396,Of Mice and Men,John Steinbeck,Fiction
0140178139,Leviathan,Paul Auster,Fiction
014017866X,The Roses of No Man's Land,Lyn MacDonald,History
014017897X,Essays,Michel de Montaigne,Literary Collections
0140183957,Untouchable,Mulk Anand,Fiction
014018533X,The Third Man and the Fallen Idol,Graham Greene,Fiction
0140186123,Collected Short Stories,Graham Greene,Fiction
0140187073,J R,William Gaddis,Fiction
0140188266,North of South,Shiva Naipaul,Social Science
0140188924,The Monkey's Wrench,Primo Levi,Fiction
014018922X,Six Characters in Search of an Author and Other Plays,Luigi Pirandello,Drama
0140189440,Humboldt's Gift,Saul Bellow,Fiction
0140189645,The Crucible,Arthur Miller,Drama
0140189866,Species of Spaces and Other Pieces,Georges Perec,Literary Collections
0140191917,The Act of Creation,Arthur Koestler,Philosophy
0140191925,The Ghost in the Machine,Arthur Koestler,Philosophy
0140192077,I Ching, Or, Book of Changes,Richard Wilhelm;Cary F. Baynes,Confucianism
0140193359,I Ching,John Blofeld,Body, Mind & Spirit
0140193707,Holy Madness,Georg Feuerstein,Religion
014019553X,The Beloved,Kahlil Gibran;John Walbridge,Fiction
0140196099,Who are You?,Malcolm Godwin,Body, Mind & Spirit
0140230270,Harvesting the Heart,Jodi Picoult,Fiction
0140231579,Whores for Gloria,William T. Vollmann,Fiction
0140234446,Selected letters, 1940-1956,Jack Kerouac;Ann Charters,Biography & Autobiography
0140236236,Regeneration,Pat Barker,Fiction
0140237518,Raise High the Roof Beam, Carpenters and Seymour,Jerome David Salinger,American fiction
0140237534,For Esmé - with Love and Squalor,Jerome David Salinger,Fiction
014023828X,The Tortilla Curtain,T. Coraghessan Boyle,Fiction
0140244913,How the Mind Works,Steven Pinker,Philosophy
0140247726,The Crucible,Arthur Miller,Drama
0140247734,Death of a Salesman,Gerald Clifford Weales,Drama
0140247742,Dubliners,James Joyce;Robert Scholes;A. Walton Litz,Fiction
0140250913,The Coming Plague,Laurie Garrett,Medical
